"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経225（日経平均株価）","東証","株価指数","2018/3/5 15:15","21042.09","-139.55","-0.66","21181.64","21047.81","21164.38","20937.26","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","2018/3/5 15:00","1694.79","-13.55","-0.79","1708.34","1697.11","1704.94","1687.29","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証一部","水産・農林","2018/3/5 15:00","3755","15","0.4","3740","3770","3815","3740","3767.39","34500","0.32","129975","41036","3040","4440","2018/1/10","4460","15.81","2017/1/18","2681","40.06"
"1332","日本水産","東証一部","水産・農林","2018/3/5 15:00","529","-2","-0.38","531","530","536","526","530.08","2046500","0.66","1084812","165276","431","631","2017/11/2","719","26.43","2017/4/19","510","3.73"
"1333","マルハニチロ","東証一部","水産・農林","2018/3/5 15:00","3200","25","0.79","3175","3165","3210","3165","3196.34","214100","0.41","684337","168502","2475","3875","2017/3/21","3580","10.61","2017/7/11","2903","10.23"
"1352","ホウスイ","東証一部","卸売","2018/3/5 15:00","1165","-7","-0.6","1172","1172","1190","1159","1169","2000","0.02","2338","9762","872","1472","2017/6/20","1400","16.79","2018/2/15","1122","3.83"
"1376","カネコ種苗","東証一部","水産・農林","2018/3/5 15:00","1546","-23","-1.47","1569","1569","1570","1546","1554.17","8400","0.07","13055","18200","1169","1969","2017/12/6","1820","15.05","2017/4/7","1365","13.26"
"1377","サカタのタネ","東証一部","水産・農林","2018/3/5 15:00","3570","5","0.14","3565","3530","3605","3530","3578.97","72900","0.15","260907","172826","2865","4265","2018/1/18","4095","12.82","2017/2/8","3110","14.79"
"1379","ホクト","東証一部","水産・農林","2018/3/5 15:00","2059","0","0","2059","2058","2074","2052","2060.62","55200","0.17","113746","68686","1559","2559","2017/3/14","2227","7.54","2017/8/15","1896","8.6"
"1380","秋川牧園","JQS","水産・農林","2018/3/5 13:26","724","13","1.83","711","711","724","711","713.85","1300","0.03","928","3026","561","861","2018/1/17","755","4.11","2017/1/10","560","29.29"
"1381","アクシーズ","JQS","水産・農林","2018/3/5 15:00","4950","-180","-3.51","5130","5150","5150","4950","5050.68","4400","0.08","22223","27807","4130","6130","2018/2/27","6240","20.67","2017/1/18","1900","160.53"
"1382","ホーブ","JQS","水産・農林","2018/3/5 13:29","1024","21","2.09","1003","1003","1024","996","1006.5","2000","0.26","2013","780","703","1303","2018/1/31","1740","41.15","2017/12/26","940","8.94"
"1383","ベルグアース","JQS","水産・農林","2018/3/5 15:00","2342","-85","-3.5","2427","2427","2427","2342","2385.45","4400","0.35","10496","2974","1927","2927","2018/1/15","3225","27.38","2017/1/4","942","148.62"
"1384","ホクリヨウ","東証一部","水産・農林","2018/3/5 15:00","1282","-51","-3.83","1333","1347","1347","1271","1296.29","31500","0.37","40833","10844","1033","1633","2018/1/26","1680","23.69","2017/1/18","720","78.06"
"1400","ルーデン・ホールディングス","JQG","建設","2018/3/5 15:00","477","-70","-12.8","547","547","547","463","499.43","201500","1.77","100636","5425","447","647","2018/1/19","840","43.21","2017/4/13","146","226.71"
