"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経225（日経平均株価）","東証","株価指数","2018/2/22 15:15","21736.44","-234.37","-1.07","21970.81","21789.88","21799.4","21626.85","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","2018/2/22 15:00","1746.17","-15.44","-0.88","1761.61","1749.85","1750.33","1737.58","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証一部","水産・農林","2018/2/22 15:00","3870","-45","-1.15","3915","3925","3925","3825","3866.94","28800","0.26","111368","42292","3215","4615","2018/1/10","4460","13.23","2017/1/18","2681","44.35"
"1332","日本水産","東証一部","水産・農林","2018/2/22 15:00","535","-9","-1.65","544","541","542","531","535.22","2559400","0.82","1369842","167150","444","644","2017/11/2","719","25.59","2017/4/19","510","4.9"
"1333","マルハニチロ","東証一部","水産・農林","2018/2/22 15:00","3225","-85","-2.57","3310","3255","3255","3220","3235.05","196600","0.37","636011","169819","2610","4010","2017/3/21","3580","9.92","2017/7/11","2903","11.09"
"1352","ホウスイ","東証一部","卸売","2018/2/22 15:00","1170","-4","-0.34","1174","1173","1173","1170","1172","500","0.01","586","9803","874","1474","2017/6/20","1400","16.43","2018/2/15","1122","4.28"
"1376","カネコ種苗","東証一部","水産・農林","2018/2/22 15:00","1589","-15","-0.94","1604","1597","1612","1585","1599.13","4600","0.04","7356","18707","1204","2004","2017/12/6","1820","12.69","2017/4/7","1365","16.41"
"1377","サカタのタネ","東証一部","水産・農林","2018/2/22 15:00","3615","-95","-2.56","3710","3645","3660","3610","3629.74","64800","0.13","235207","175005","3010","4410","2018/1/18","4095","11.72","2017/2/8","3110","16.24"
"1379","ホクト","東証一部","水産・農林","2018/2/22 15:00","2061","-23","-1.1","2084","2079","2079","2055","2065.43","61100","0.18","126198","68753","1584","2584","2017/3/14","2227","7.45","2017/8/15","1896","8.7"
"1380","秋川牧園","JQS","水産・農林","2018/2/22 15:00","716","-19","-2.59","735","720","720","705","709.23","1300","0.03","922","2992","585","885","2018/1/17","755","5.17","2017/1/10","560","27.86"
