"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"1788","三東工業社","JQS","建設","2018/2/21 10:44","2600","0","0","2600","2600","2600","2600","2600","1000","0.15","2600","1784","2100","3100","2017/12/19","2690","3.35","2017/1/24","1670","55.69"
"1789","ETSホールディングス","JQS","建設","2018/2/21 15:00","573","-36","-5.91","609","609","609","570","580.04","91000","1.43","52784","3653","509","709","2017/7/27","854","32.9","2017/1/16","360","59.17"
"1793","大本組","JQS","建設","2018/2/21 15:00","5810","40","0.69","5770","5850","5870","5780","5845.12","4300","0.07","25134","36841","4770","6770","2018/2/19","6040","3.81","2017/2/10","3775","53.91"
"1795","マサル","JQS","建設","2018/2/21 13:07","573","8","1.42","565","565","573","565","569","2000","0.04","1138","2582","465","665","2017/11/28","610","6.07","2017/1/4","501","14.37"
"1798","守谷商会","JQS","建設","2018/2/21 15:00","2053","-62","-2.93","2115","2085","2085","2049","2056.67","600","0.03","1234","4640","1615","2615","2017/2/3","2470","16.88","2017/8/14","1800","14.06"
"1799","第一建設工業","JQS","建設","2018/2/21 15:00","1849","-28","-1.49","1877","1856","1865","1844","1857.35","6800","0.03","12630","38567","1477","2277","2018/2/7","1979","6.57","2017/1/18","1132","63.34"
"1801","大成建設","東証一部","建設","2018/2/21 15:00","5410","10","0.19","5400","5380","5480","5340","5412.28","828300","0.37","4482990","1214768","4400","6400","2017/11/7","6620","18.28","2017/2/27","3890","39.07"
"1802","大林組","東証一部","建設","2018/2/21 15:00","1199","5","0.42","1194","1192","1213","1186","1199.76","2460100","0.34","2951520","865090","894","1494","2017/11/9","1609","25.48","2017/4/17","1013","18.36"
"1803","清水建設","東証一部","建設","2018/2/21 15:00","1015","2","0.2","1013","1015","1031","1009","1018.47","2622000","0.33","2670437","800342","713","1313","2017/11/6","1396","27.29","2018/2/14","952","6.62"
"1805","飛島建設","東証一部","建設","2018/2/21 15:00","187","2","1.08","185","185","189","184","186.51","2335800","1.21","435648","36111","135","235","2017/12/27","199","6.03","2017/9/6","152","23.03"
"1807","佐藤渡辺","JQS","建設","2018/2/21 15:00","2800","0","0","2800","2800","2800","2800","2800","200","0.01","560","8948","2300","3300","2018/1/31","3370","16.91","2017/1/4","1355","106.64"
"1808","長谷工コーポレーション","東証一部","建設","2018/2/21 15:00","1572","8","0.51","1564","1564","1584","1561","1570.45","1081500","0.36","1698442","472849","1164","1964","2018/1/25","1853","15.16","2017/4/11","1139","38.02"
"1810","松井建設","東証一部","建設","2018/2/21 15:00","842","1","0.12","841","841","854","835","842.24","20100","0.07","16929","25748","691","991","2017/1/27","1142","26.27","2018/2/14","790","6.58"
"1811","錢高組","東証一部","建設","2018/2/21 15:00","5710","10","0.18","5700","5690","5760","5640","5700.62","11200","0.15","63847","41986","4700","6700","2017/12/1","6860","16.76","2017/4/14","3630","57.3"
"1812","鹿島建設","東証一部","建設","2018/2/21 15:00","1033","25","2.48","1008","1015","1040","1010","1028.89","5861000","0.55","6030348","1092203","708","1308","2017/11/9","1299","20.48","2017/3/7","713","44.88"
"1813","不動テトラ","東証一部","建設","2018/2/21 15:00","194","-1","-0.51","195","194","195","192","193.75","1432500","0.79","277540","35313","145","245","2017/1/5","217","10.6","2017/4/13","168","15.48"
"1814","大末建設","東証一部","建設","2018/2/21 15:00","1065","-5","-0.47","1070","1069","1070","1059","1064.84","12800","0.12","13630","11304","770","1370","2017/12/12","1199","11.18","2017/4/6","890","19.66"
"1815","鉄建建設","東証一部","建設","2018/2/21 15:00","3155","75","2.44","3080","3080","3175","3070","3130.55","95000","0.61","297402","49436","2380","3780","2017/11/8","3880","18.69","2018/2/14","2833","11.37"
"1820","西松建設","東証一部","建設","2018/2/21 15:00","2759","8","0.29","2751","2751","2777","2735","2756.58","297100","0.53","818979","153377","2251","3255","2017/11/6","3580","22.93","2018/2/14","2542","8.54"
"1821","三井住友建設","東証一部","建設","2018/2/21 15:00","638","11","1.75","627","630","643","629","637.56","1349900","0.83","860647","103786","527","727","2017/11/8","732","12.84","2017/4/14","555","14.95"
"1822","大豊建設","東証一部","建設","2018/2/21 15:00","634","12","1.93","622","615","644","615","631.83","1176000","1.35","743030","55291","522","722","2018/2/21","644","1.55","2017/9/6","486","30.45"
"1824","前田建設工業","東証一部","建設","2018/2/21 15:00","1272","2","0.16","1270","1273","1297","1263","1274.12","982700","0.5","1252080","251800","970","1570","2017/11/29","1694","24.91","2017/2/8","931","36.63"
"1826","佐田建設","東証一部","建設","2018/2/21 15:00","486","-1","-0.21","487","487","490","484","487.28","50800","0.33","24754","7543","407","567","2018/2/20","490","0.82","2017/4/14","396","22.73"
"1827","ナカノフドー建設","東証一部","建設","2018/2/21 15:00","634","-3","-0.47","637","634","643","628","637.68","82900","0.24","52864","21872","537","737","2018/1/16","735","13.74","2017/2/7","537","18.06"
"1828","田辺工業","東証二部","建設","2018/2/21 15:00","1202","-8","-0.66","1210","1209","1210","1180","1196.21","45900","0.43","54906","12895","910","1510","2018/1/15","1394","13.77","2017/1/4","465","158.49"
"1832","北海電気工事","札証","建設","2018/2/21 14:30","682","33","5.08","649","680","688","680","681.82","1100","0.01","750","13450","560","760","2018/1/23","700","2.57","2017/2/2","453","50.55"
"1833","奥村組","東証一部","建設","2018/2/21 15:00","4740","50","1.07","4690","4715","4785","4695","4743.38","90800","0.2","430699","216453","3990","5390","2018/1/12","4895","3.17","2017/4/14","3130","51.44"
"1835","東鉄工業","東証一部","建設","2018/2/21 15:00","3280","5","0.15","3275","3250","3290","3240","3270.54","106300","0.29","347658","118408","2575","3975","2017/11/8","3905","16.01","2017/4/20","3005","9.15"
"1840","土屋ホールディングス","東証二部","建設","2018/2/21 15:00","207","-1","-0.48","208","208","210","205","207.27","24200","0.09","5016","5335","128","288","2017/12/18","242","14.46","2017/4/14","173","19.65"
"1841","サンユー建設","JQS","建設","2018/2/21 09:00","1103","0","0","1103","1103","1103","1103","1100","100","0","110","4412","803","1403","2018/1/30","1220","9.59","2017/5/19","931","18.47"
"1844","大盛工業","東証二部","建設","2018/2/21 15:00","301","7","2.38","294","292","301","292","298.37","251000","1.69","74892","4469","214","374","2018/1/26","328","8.23","2017/4/17","155","94.19"
"1846","鈴縫工業","東証二部","建設","2018/2/21 14:55","386","-2","-0.52","388","387","388","386","387.19","21000","0.2","8131","4090","308","468","2017/12/20","397","2.77","2017/1/4","231","67.1"
"1847","イチケン","東証一部","建設","2018/2/21 15:00","2490","2","0.08","2488","2488","2518","2479","2498.53","17000","0.23","42475","18098","1988","2988","2017/10/27","2850","12.63","2017/6/7","1920","29.69"
"1848","富士ピー・エス","東証二部","建設","2018/2/21 15:00","833","35","4.39","798","799","845","797","824.03","96700","0.52","79684","15496","648","948","2018/2/2","1135","26.61","2017/1/6","273","205.13"
"1850","南海辰村建設","東証二部","建設","2018/2/21 15:00","75","0","0","75","74","78","74","76.18","1366000","0.47","104056","21627","45","105","2018/1/16","97","22.68","2017/1/18","56","33.93"
"1852","淺沼組","東証一部","建設","2018/2/21 15:00","463","3","0.65","460","461","477","457","466.11","1024000","1.2","477300","39395","380","540","2018/2/21","477","2.94","2017/4/17","289","60.21"
"1853","森組","東証二部","建設","2018/2/21 15:00","732","16","2.23","716","736","747","720","732.77","1049100","3.2","768752","24010","566","866","2018/2/13","853","14.19","2017/4/14","156","369.23"
"1860","戸田建設","東証一部","建設","2018/2/21 15:00","824","11","1.35","813","813","832","808","821.84","763000","0.24","627064","265869","663","963","2017/11/9","982","16.09","2017/1/23","602","36.88"
"1861","熊谷組","東証一部","建設","2018/2/21 15:00","3240","30","0.93","3210","3205","3285","3185","3249.67","431900","0.92","1403533","151650","2510","3910","2017/8/7","3960","18.18","2017/4/12","2760","17.39"
"1865","青木あすなろ建設","東証一部","建設","2018/2/21 15:00","1019","2","0.2","1017","1018","1027","1017","1021.76","14800","0.03","15122","60223","717","1317","2017/10/10","1073","5.03","2017/4/12","768","32.68"
"1866","北野建設","東証一部","建設","2018/2/21 15:00","451","-10","-2.17","461","458","458","447","452.96","120000","0.18","54355","30834","381","541","2017/11/2","525","14.1","2017/4/6","277","62.82"
"1867","植木組","東証一部","建設","2018/2/21 15:00","2707","-11","-0.4","2718","2718","2721","2657","2700.5","2000","0.06","5401","9303","2218","3220","2017/6/26","2800","3.32","2017/4/6","2310","17.19"
"1868","三井ホーム","東証一部","建設","2018/2/21 15:00","686","-17","-2.42","703","703","707","686","694.38","29000","0.04","20137","45520","553","853","2018/1/22","796","13.82","2017/1/4","511","34.25"
"1869","名工建設","名証二部","建設","2018/2/21 15:29","1125","1","0.09","1124","1121","1125","1103","1120.59","3400","0.01","3810","30443","824","1424","2018/2/2","1234","8.83","2017/1/16","770","46.1"
"1870","矢作建設工業","東証一部","建設","2018/2/21 15:00","850","-2","-0.23","852","850","858","847","852.09","50300","0.11","42860","37916","702","1002","2017/2/7","1120","24.11","2018/2/14","812","4.68"
"1871","ピーエス三菱","東証一部","建設","2018/2/21 15:00","869","4","0.46","865","862","881","852","868.21","133200","0.28","115645","41265","715","1015","2018/1/12","1017","14.55","2017/2/6","373","132.98"
"1873","日本ハウスホールディングス","東証一部","建設","2018/2/21 15:00","644","11","1.74","633","638","645","634","640.57","157000","0.34","100569","29601","533","733","2017/12/19","762","15.49","2017/4/17","458","40.61"
"1878","大東建託","東証一部","建設","2018/2/21 15:00","17675","-830","-4.49","18505","18390","18390","17615","17850.85","717800","0.93","12813338","1358670","14505","22505","2017/12/27","23550","24.95","2017/4/4","15015","17.72"
"1879","新日本建設","東証一部","建設","2018/2/21 15:00","1040","17","1.66","1023","1022","1056","1013","1038.48","103500","0.17","107483","63815","723","1323","2017/11/10","1081","3.79","2017/9/6","756","37.57"
"1881","NIPPO","東証一部","建設","2018/2/21 15:00","2540","-29","-1.13","2569","2559","2562","2523","2542.1","188500","0.16","479186","303281","2069","3070","2018/1/9","2715","6.45","2017/4/17","1995","27.32"
"1882","東亜道路工業","東証一部","建設","2018/2/21 15:00","4235","15","0.36","4220","4220","4260","4215","4237.65","5100","0.1","21612","22107","3520","4920","2017/6/12","4940","14.27","2017/4/17","3170","33.6"
"1883","前田道路","東証一部","建設","2018/2/21 15:00","2379","60","2.59","2319","2325","2387","2324","2366.6","239000","0.25","565618","224005","1819","2819","2017/12/14","2750","13.49","2017/4/17","1880","26.54"
"1884","日本道路","東証一部","建設","2018/2/21 15:00","5890","30","0.51","5860","5840","5930","5840","5896.63","9500","0.1","56018","57496","4860","6860","2017/12/8","6950","15.25","2017/1/18","4400","33.86"
"1885","東亜建設工業","東証一部","建設","2018/2/21 15:00","2268","61","2.76","2207","2200","2274","2197","2233.91","345800","1.54","772487","51018","1707","2707","2018/1/16","3245","30.11","2017/7/11","1731","31.02"
"1888","若築建設","東証一部","建設","2018/2/21 15:00","1724","40","2.38","1684","1681","1735","1676","1711.85","93300","0.72","159716","22352","1284","2084","2017/8/30","2000","13.8","2017/4/17","1350","27.7"
"1890","東洋建設","東証一部","建設","2018/2/21 15:00","550","5","0.92","545","544","557","540","550.4","403200","0.43","221923","51904","445","645","2017/12/19","684","19.59","2017/4/14","370","48.65"
"1892","徳倉建設","名証二部","建設","2018/2/21 14:55","3000","0","0","3000","3000","3000","2995","2998.89","900","0.04","2699","6622","2300","3700","2017/9/27","3400","11.76","2017/1/13","1600","87.5"
"1893","五洋建設","東証一部","建設","2018/2/21 15:00","784","-2","-0.25","786","783","791","779","784.56","1169200","0.41","917309","224235","636","936","2018/1/23","888","11.71","2017/2/13","500","56.8"
"1897","金下建設","東証二部","建設","2018/2/21 09:00","707","-15","-2.08","722","707","707","707","707","1000","0.01","707","13457","572","872","2018/1/18","750","5.73","2017/1/31","524","34.92"
