"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経225（日経平均株価）","東証","株価指数","2018/2/6 15:15","21610.24","-1071.84","-4.73","22682.08","22267","22277.45","21078.71","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","2018/2/6 15:00","1743.41","-80.33","-4.4","1823.74","1788.85","1790.08","1707.07","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証一部","水産・農林","2018/2/6 15:00","3900","-185","-4.53","4085","3910","3910","3830","3875.89","89200","0.82","345729","42620","3385","4785","2018/1/10","4460","12.56","2017/1/18","2681","45.47"
"1332","日本水産","東証一部","水産・農林","2018/2/6 15:00","548","-22","-3.86","570","550","555","537","545.88","7469200","2.39","4077289","171212","470","670","2017/11/2","719","23.78","2017/4/19","510","7.45"
"1333","マルハニチロ","東証一部","水産・農林","2018/2/6 15:00","3255","120","3.83","3135","3100","3285","3095","3210.66","858400","1.63","2756031","171398","2435","3835","2017/3/21","3580","9.08","2017/7/11","2903","12.13"
"1352","ホウスイ","東証一部","卸売","2018/2/6 15:00","1130","-43","-3.67","1173","1168","1168","1123","1140","9600","0.11","10944","9468","873","1473","2017/6/20","1400","19.29","2018/2/6","1123","0.62"
"1376","カネコ種苗","東証一部","水産・農林","2018/2/6 15:00","1546","-73","-4.51","1619","1620","1620","1531","1561.25","19200","0.16","29976","18200","1219","2019","2017/12/6","1820","15.05","2017/4/7","1365","13.26"
"1377","サカタのタネ","東証一部","水産・農林","2018/2/6 15:00","3655","-135","-3.56","3790","3695","3735","3640","3672.91","338700","0.7","1244015","176941","3090","4490","2018/1/18","4095","10.74","2017/2/8","3110","17.52"
"1379","ホクト","東証一部","水産・農林","2018/2/6 15:00","1994","-8","-0.4","2002","1975","2006","1955","1979.24","187800","0.56","371702","66518","1502","2502","2017/3/14","2227","10.46","2017/8/15","1896","5.17"
"1380","秋川牧園","JQS","水産・農林","2018/2/6 14:50","709","-17","-2.34","726","705","714","700","705.59","5900","0.14","4163","2963","576","876","2018/1/17","755","6.09","2017/1/10","560","26.61"
"1381","アクシーズ","JQS","水産・農林","2018/2/6 14:57","4135","-570","-12.11","4705","4505","4505","4055","4253.98","9300","0.17","39562","23228","4005","5410","2018/2/2","4895","15.53","2017/1/18","1900","117.63"
"1382","ホーブ","JQS","水産・農林","2018/2/6 15:00","1009","-107","-9.59","1116","1083","1083","1008","1040.38","15700","2.06","16334","769","816","1416","2018/1/31","1740","42.01","2017/12/26","940","7.34"
"1383","ベルグアース","JQS","水産・農林","2018/2/6 15:00","2110","-196","-8.5","2306","2125","2205","2018","2097.04","16900","1.33","35440","2679","1806","2806","2018/1/15","3225","34.57","2017/1/4","942","123.99"
"1384","ホクリヨウ","東証一部","水産・農林","2018/2/6 15:00","1514","-59","-3.75","1573","1495","1539","1420","1465.68","124900","1.48","183063","12807","1173","1973","2018/1/26","1680","9.88","2017/1/18","720","110.28"
"1400","ルーデン・ホールディングス","JQG","建設","2018/2/6 15:00","449","-34","-7.04","483","454","466","421","446.88","266300","2.34","119004","5106","403","563","2018/1/19","840","46.55","2017/4/13","146","207.53"
"1401","エムビーエス","東証マザ","建設","2018/2/6 15:00","853","-61","-6.67","914","839","866","811","834.6","183600","2.52","153232","6206","764","1064","2018/1/29","980","12.96","2017/1/4","347","145.82"
