"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経225（日経平均株価）","東証","株価指数","2018/2/7 15:15","21645.37","35.13","0.16","21610.24","22001.29","22353.87","21627.13","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","2018/2/7 15:00","1749.91","6.5","0.37","1743.41","1775.42","1803.91","1749.58","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証一部","水産・農林","2018/2/7 15:00","3880","-20","-0.51","3900","3995","4050","3875","3949.56","47600","0.44","187999","42402","3200","4600","2018/1/10","4460","13","2017/1/18","2681","44.72"
"1332","日本水産","東証一部","水産・農林","2018/2/7 15:00","543","-5","-0.91","548","564","564","542","552.47","5210800","1.67","2878822","169650","448","648","2017/11/2","719","24.48","2017/4/19","510","6.47"
"1333","マルハニチロ","東証一部","水産・農林","2018/2/7 15:00","3325","70","2.15","3255","3280","3385","3270","3336.93","552300","1.05","1842989","175084","2555","3955","2017/3/21","3580","7.12","2017/7/11","2903","14.54"
"1352","ホウスイ","東証一部","卸売","2018/2/7 15:00","1152","22","1.95","1130","1140","1152","1133","1144.77","8800","0.11","10074","9653","830","1430","2017/6/20","1400","17.71","2018/2/6","1123","2.58"
"1376","カネコ種苗","東証一部","水産・農林","2018/2/7 15:00","1582","36","2.33","1546","1555","1648","1555","1600.9","16600","0.14","26575","18624","1146","1946","2017/12/6","1820","13.08","2017/4/7","1365","15.9"
"1377","サカタのタネ","東証一部","水産・農林","2018/2/7 15:00","3610","-45","-1.23","3655","3725","3755","3610","3681.88","142200","0.29","523563","174763","2955","4355","2018/1/18","4095","11.84","2017/2/8","3110","16.08"
"1379","ホクト","東証一部","水産・農林","2018/2/7 15:00","1995","1","0.05","1994","2002","2032","1995","2013.37","153500","0.46","309053","66551","1594","2394","2017/3/14","2227","10.42","2017/8/15","1896","5.22"
"1380","秋川牧園","JQS","水産・農林","2018/2/7 15:00","705","-4","-0.56","709","694","719","694","704.1","3900","0.09","2746","2946","559","859","2018/1/17","755","6.62","2017/1/10","560","25.89"
