"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経225（日経平均株価）","東証","株価指数","2018/3/1 15:15","21724.47","-343.77","-1.56","22068.24","21901.13","21901.13","21645.22","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","2018/3/1 15:00","1740.2","-28.04","-1.59","1768.24","1754.43","1754.53","1735.56","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証一部","水産・農林","2018/3/1 15:00","3770","-65","-1.69","3835","3825","3825","3765","3786.98","39400","0.36","149207","41200","3135","4535","2018/1/10","4460","15.47","2017/1/18","2681","40.62"
"1332","日本水産","東証一部","水産・農林","2018/3/1 15:00","543","-10","-1.81","553","550","551","541","544.7","1901200","0.61","1035587","169650","453","653","2017/11/2","719","24.48","2017/4/19","510","6.47"
"1333","マルハニチロ","東証一部","水産・農林","2018/3/1 15:00","3180","20","0.63","3160","3175","3215","3160","3190.04","217500","0.41","693833","167449","2460","3860","2017/3/21","3580","11.17","2017/7/11","2903","9.54"
"1352","ホウスイ","東証一部","卸売","2018/3/1 15:00","1169","-9","-0.76","1178","1197","1199","1165","1174.37","1600","0.02","1879","9795","878","1478","2017/6/20","1400","16.5","2018/2/15","1122","4.19"
"1376","カネコ種苗","東証一部","水産・農林","2018/3/1 15:00","1620","-36","-2.17","1656","1650","1650","1610","1627.61","4600","0.04","7487","19072","1256","2056","2017/12/6","1820","10.99","2017/4/7","1365","18.68"
"1377","サカタのタネ","東証一部","水産・農林","2018/3/1 15:00","3605","-115","-3.09","3720","3690","3690","3595","3631.63","77900","0.16","282904","174521","3020","4420","2018/1/18","4095","11.97","2017/2/8","3110","15.92"
"1379","ホクト","東証一部","水産・農林","2018/3/1 15:00","2079","-35","-1.66","2114","2114","2120","2076","2097.42","83700","0.25","175554","69353","1614","2614","2017/3/14","2227","6.65","2017/8/15","1896","9.65"
"1380","秋川牧園","JQS","水産・農林","2018/3/1 15:00","730","10","1.39","720","730","730","729","730","2400","0.06","1752","3051","570","870","2018/1/17","755","3.31","2017/1/10","560","30.36"
"1381","アクシーズ","JQS","水産・農林","2018/3/1 15:00","5300","-230","-4.16","5530","5600","5600","5290","5428.81","17700","0.32","96090","29773","4530","6530","2018/2/27","6240","15.06","2017/1/18","1900","178.95"
"1382","ホーブ","JQS","水産・農林","2018/3/1 14:59","1059","-23","-2.13","1082","1071","1071","1030","1053.19","4700","0.62","4950","807","782","1382","2018/1/31","1740","39.14","2017/12/26","940","12.66"
"1383","ベルグアース","JQS","水産・農林","2018/3/1 15:00","2449","6","0.25","2443","2473","2473","2449","2461.67","3000","0.24","7385","3110","1943","2943","2018/1/15","3225","24.06","2017/1/4","942","159.98"
"1384","ホクリヨウ","東証一部","水産・農林","2018/3/1 15:00","1360","-41","-2.93","1401","1392","1392","1355","1371.14","23700","0.28","32496","11504","1101","1701","2018/1/26","1680","19.05","2017/1/18","720","88.89"
"1400","ルーデン・ホールディングス","JQG","建設","2018/3/1 15:00","573","7","1.24","566","545","577","535","556.77","202100","1.78","112523","6516","466","666","2018/1/19","840","31.79","2017/4/13","146","292.47"
"1401","エムビーエス","東証マザ","建設","2018/3/1 15:00","878","30","3.54","848","860","878","842","863.52","31500","0.43","27201","6387","698","998","2018/1/29","980","10.41","2017/1/4","347","153.03"
"1407","ウエストホールディングス","JQS","建設","2018/3/1 15:00","700","-4","-0.57","704","700","701","695","697.71","37600","0.14","26234","19065","554","854","2017/1/5","885","20.9","2018/2/14","674","3.86"
"1408","サムシングホールディングス","JQG","建設","2018/3/1 14:49","485","-1","-0.21","486","485","486","483","484.62","1300","0.03","630","1995","406","566","2017/12/5","672","27.83","2017/4/14","435","11.49"
"1413","桧家ホールディングス","東証二部","建設","2018/3/1 15:00","2965","-5","-0.17","2970","3000","3015","2944","2987.55","25700","0.19","76780","40250","2470","3470","2018/2/26","3080","3.73","2017/4/6","1951","51.97"
"1414","ショーボンドホールディングス","東証一部","建設","2018/3/1 15:00","7500","-210","-2.72","7710","7610","7620","7430","7510.27","93800","0.33","704463","212794","6210","9210","2018/1/30","8960","16.29","2017/2/1","4740","58.23"
"1417","ミライト・ホールディングス","東証一部","建設","2018/3/1 15:00","1671","-46","-2.68","1717","1705","1713","1665","1676.38","393000","0.46","658818","142673","1317","2117","2018/2/5","1760","5.06","2017/2/1","1023","63.34"
"1418","インターライフホールディングス","JQS","建設","2018/3/1 15:00","297","-3","-1","300","299","299","295","296.72","32600","0.16","9673","5943","220","380","2017/2/23","365","18.63","2017/4/13","234","26.92"
"1419","タマホーム","東証一部","建設","2018/3/1 15:00","1198","38","3.28","1160","1167","1210","1135","1182.34","292500","0.97","345834","36007","860","1460","2018/1/29","1267","5.45","2017/1/4","526","127.76"
"1420","サンヨーホームズ","東証一部","建設","2018/3/1 15:00","957","3","0.31","954","950","957","944","953.06","63800","0.51","60805","12077","804","1104","2018/1/4","1122","14.71","2017/4/17","603","58.71"
"1429","日本アクア","東証一部","建設","2018/3/1 15:00","500","7","1.42","493","491","507","479","497.22","538000","1.55","267502","17310","413","573","2017/6/28","583","14.24","2017/4/7","360","38.89"
"1430","ファーストコーポレーション","東証一部","建設","2018/3/1 15:00","1437","-33","-2.24","1470","1441","1449","1432","1440.2","48800","0.37","70282","19187","1170","1770","2018/1/24","1729","16.89","2017/1/23","884","62.56"
"1431","エスケーホーム","福証QB","建設","2018/3/1 15:30","1074","-20","-1.83","1094","1119","1119","1072","1092.22","1800","0.07","1966","2714","794","1394","2018/1/30","1248","13.94","2017/1/5","400","168.5"
"1433","ベステラ","東証一部","建設","2018/3/1 15:00","1893","-31","-1.61","1924","1904","1919","1866","1893.68","19000","0.23","35980","15813","1524","2324","2017/1/18","2800","32.39","2018/2/14","1690","12.01"
