"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経225（日経平均株価）","東証","株価指数","2018/2/2 15:15","23274.53","-211.58","-0.9","23486.11","23361.67","23367.96","23122.45","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","2018/2/2 15:00","1864.2","-6.24","-0.33","1870.44","1863.82","1867.88","1848.83","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証一部","水産・農林","2018/2/2 15:00","4175","5","0.12","4170","4150","4180","4140","4157.87","20700","0.19","86068","45626","3470","4870","2018/1/10","4460","6.39","2017/1/18","2681","55.73"
"1332","日本水産","東証一部","水産・農林","2018/2/2 15:00","581","-5","-0.85","586","581","583","578","581","3088400","0.99","1794361","181522","486","686","2017/11/2","719","19.19","2017/4/19","510","13.92"
"1333","マルハニチロ","東証一部","水産・農林","2018/2/2 15:00","3210","-35","-1.08","3245","3230","3240","3200","3216.26","175700","0.33","565097","169029","2545","3945","2017/3/21","3580","10.34","2017/7/11","2903","10.58"
"1352","ホウスイ","東証一部","卸売","2018/2/2 15:00","1188","-4","-0.34","1192","1193","1193","1180","1184.81","2700","0.03","3199","9954","892","1492","2017/6/20","1400","15.14","2017/4/13","1130","5.13"
"1376","カネコ種苗","東証一部","水産・農林","2018/2/2 15:00","1639","-17","-1.03","1656","1655","1661","1639","1649.18","4900","0.04","8081","19295","1256","2056","2017/12/6","1820","9.95","2017/4/7","1365","20.07"
"1377","サカタのタネ","東証一部","水産・農林","2018/2/2 15:00","3875","-10","-0.26","3885","3875","3895","3835","3873.35","65700","0.14","254479","187592","3185","4585","2018/1/18","4095","5.37","2017/2/8","3110","24.6"
"1379","ホクト","東証一部","水産・農林","2018/2/2 15:00","2050","11","0.54","2039","2038","2051","2031","2041.67","62900","0.19","128421","68386","1539","2539","2017/3/14","2227","7.95","2017/8/15","1896","8.12"
"1380","秋川牧園","JQS","水産・農林","2018/2/2 14:16","726","2","0.28","724","725","726","715","721.71","4100","0.1","2959","3034","574","874","2018/1/17","755","3.84","2017/1/10","560","29.64"
"1381","アクシーズ","JQS","水産・農林","2018/2/2 15:00","4860","315","6.93","4545","4575","4895","4575","4757.33","7500","0.13","35680","27301","3845","5250","2018/2/2","4895","0.72","2017/1/18","1900","155.79"
"1382","ホーブ","JQS","水産・農林","2018/2/2 15:00","1200","-139","-10.38","1339","1309","1329","1191","1235.07","34300","4.5","42363","914","1039","1639","2018/1/31","1740","31.03","2017/12/26","940","27.66"
"1383","ベルグアース","JQS","水産・農林","2018/2/2 15:00","2400","-22","-0.91","2422","2431","2448","2369","2407.05","7800","0.61","18775","3048","1922","2922","2018/1/15","3225","25.58","2017/1/4","942","154.78"
"1384","ホクリヨウ","東証一部","水産・農林","2018/2/2 15:00","1616","-15","-0.92","1631","1622","1634","1580","1614.56","37500","0.44","60546","13670","1231","2031","2018/1/26","1680","3.81","2017/1/18","720","124.44"
"1400","ルーデン・ホールディングス","JQG","建設","2018/2/2 15:00","546","20","3.8","526","533","555","532","543.48","248000","2.18","134784","6209","426","626","2018/1/19","840","35","2017/4/13","146","273.97"
"1401","エムビーエス","東証マザ","建設","2018/2/2 15:00","933","-2","-0.21","935","936","941","920","929.29","35400","0.49","32897","6788","785","1085","2018/1/29","980","4.8","2017/1/4","347","168.88"
"1407","ウエストホールディングス","JQS","建設","2018/2/2 15:00","750","4","0.54","746","746","750","743","746.75","35400","0.13","26435","20426","596","896","2017/1/5","885","15.25","2017/12/26","710","5.63"
"1408","サムシングホールディングス","JQG","建設","2018/2/2 15:00","520","-2","-0.38","522","522","522","520","520.71","1400","0.03","729","2139","422","622","2017/12/5","672","22.62","2017/4/14","435","19.54"
"1413","桧家ホールディングス","東証二部","建設","2018/2/2 15:00","2678","-17","-0.63","2695","2684","2704","2678","2687.55","15900","0.12","42732","36354","2195","3195","2018/1/24","2828","5.3","2017/4/6","1951","37.26"
"1414","ショーボンドホールディングス","東証一部","建設","2018/2/2 15:00","8760","-140","-1.57","8900","8860","8900","8640","8742.17","129200","0.46","1129489","248544","7400","10400","2018/1/30","8960","2.23","2017/2/1","4740","84.81"
"1417","ミライト・ホールディングス","東証一部","建設","2018/2/2 15:00","1656","5","0.3","1651","1671","1689","1652","1671.38","508100","0.6","849230","141392","1251","2051","2018/1/9","1728","4.17","2017/2/1","1023","61.88"
"1418","インターライフホールディングス","JQS","建設","2018/2/2 15:00","308","0","0","308","311","312","305","308.93","59900","0.3","18505","6163","228","388","2017/2/23","365","15.62","2017/4/13","234","31.62"
"1419","タマホーム","東証一部","建設","2018/2/2 15:00","1137","-8","-0.7","1145","1156","1173","1135","1148.35","225900","0.75","259413","34173","845","1445","2018/1/29","1267","10.26","2017/1/4","526","116.16"
"1420","サンヨーホームズ","東証一部","建設","2018/2/2 15:00","917","-13","-1.4","930","930","930","912","918.64","44200","0.35","40604","11573","780","1080","2018/1/4","1122","18.27","2017/4/17","603","52.07"
"1429","日本アクア","東証マザ","建設","2018/2/2 15:00","532","0","0","532","531","534","521","526.93","30000","0.09","15808","18418","432","632","2017/6/28","583","8.75","2017/4/7","360","47.78"
"1430","ファーストコーポレーション","東証一部","建設","2018/2/2 15:00","1641","-9","-0.55","1650","1650","1663","1615","1641.28","75100","0.56","123260","21911","1250","2050","2018/1/24","1729","5.09","2017/1/23","884","85.63"
"1431","エスケーホーム","福証QB","建設","2018/2/2 12:54","1220","0","0","1220","1215","1221","1204","1214","1500","0.06","1821","3083","920","1520","2018/1/30","1248","2.24","2017/1/5","400","205"
"1433","ベステラ","東証一部","建設","2018/2/2 15:00","2072","12","0.58","2060","2076","2077","2061","2068.35","24800","0.3","51295","17308","1560","2560","2017/1/18","2800","26","2017/1/5","1757","17.93"
"1434","JESCOホールディングス","東証二部","建設","2018/2/2 15:00","669","-16","-2.34","685","683","688","660","671.12","116900","1.82","78454","4303","585","785","2018/1/23","788","15.1","2017/4/19","397","68.51"
"1435","インベスターズクラウド","東証一部","建設","2018/2/2 15:00","1780","4","0.23","1776","1799","1820","1769","1789.89","492900","0.62","882236","140725","1376","2176","2018/1/24","1851","3.84","2017/2/8","738","141.19"
"1436","フィット","東証マザ","建設","2018/2/2 14:20","1136","12","1.07","1124","1124","1136","1118","1126.96","2300","0.05","2592","4865","824","1424","2017/6/5","2323","51.1","2017/1/4","951","19.45"
"1438","岐阜造園","名証二部","建設","2018/2/2 13:59","1340","-5","-0.37","1345","1320","1340","1320","1333.33","300","0.02","400","1945","1045","1645","2017/6/27","1551","13.6","2017/1/4","1055","27.01"
"1439","安江工務店","JQS","建設","2018/2/2 15:00","1540","18","1.18","1522","1640","1640","1524","1588.67","50500","3.87","80228","2010","1122","1922","2017/2/24","2580","40.31","2017/11/15","1211","27.17"
