"SC","名称","市場","業種","日時","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経225（日経平均株価）","東証","株価指数","2018/2/13 15:15","21244.68","-137.94","-0.65","21382.62","21633.34","21679.2","21211.53","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","2018/2/13 15:00","1716.78","-15.19","-0.88","1731.97","1751.23","1751.23","1713.96","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証一部","水産・農林","2018/2/13 15:00","3695","-115","-3.02","3810","3850","3860","3680","3743.77","81400","0.74","304743","40380","3110","4510","2018/1/10","4460","17.15","2017/1/18","2681","37.82"
"1332","日本水産","東証一部","水産・農林","2018/2/13 15:00","523","0","0","523","535","539","521","528.63","5369500","1.72","2838476","163401","423","623","2017/11/2","719","27.26","2017/4/19","510","2.55"
"1333","マルハニチロ","東証一部","水産・農林","2018/2/13 15:00","3210","-65","-1.98","3275","3300","3300","3205","3231.52","250100","0.47","808204","169029","2575","3975","2017/3/21","3580","10.34","2017/7/11","2903","10.58"
"1352","ホウスイ","東証一部","卸売","2018/2/13 15:00","1149","-1","-0.09","1150","1161","1161","1149","1158","500","0.01","579","9627","850","1450","2017/6/20","1400","17.93","2018/2/6","1123","2.32"
"1376","カネコ種苗","東証一部","水産・農林","2018/2/13 15:00","1552","24","1.57","1528","1546","1575","1544","1555.98","12200","0.1","18983","18271","1128","1928","2017/12/6","1820","14.73","2017/4/7","1365","13.7"
"1377","サカタのタネ","東証一部","水産・農林","2018/2/13 15:00","3500","-75","-2.1","3575","3605","3615","3495","3536.51","92800","0.19","328188","169438","2875","4275","2018/1/18","4095","14.53","2017/2/8","3110","12.54"
"1379","ホクト","東証一部","水産・農林","2018/2/13 15:00","1979","6","0.3","1973","1975","1997","1971","1983.26","80000","0.24","158661","66018","1573","2373","2017/3/14","2227","11.14","2017/8/15","1896","4.38"
"1380","秋川牧園","JQS","水産・農林","2018/2/13 14:55","705","-14","-1.95","719","720","720","705","709.33","1500","0.04","1064","2946","569","869","2018/1/17","755","6.62","2017/1/10","560","25.89"
"1381","アクシーズ","JQS","水産・農林","2018/2/13 14:59","4505","235","5.5","4270","4300","4520","4300","4468.75","2400","0.04","10725","25307","3570","4970","2018/2/2","4895","7.97","2017/1/18","1900","137.11"
"1382","ホーブ","JQS","水産・農林","2018/2/13 15:00","1005","-2","-0.2","1007","1001","1035","986","1000","1200","0.16","1200","766","707","1307","2018/1/31","1740","42.24","2017/12/26","940","6.91"
"1383","ベルグアース","JQS","水産・農林","2018/2/13 14:56","2205","3","0.14","2202","2297","2299","2185","2248","4500","0.35","10116","2800","1702","2702","2018/1/15","3225","31.63","2017/1/4","942","134.08"
"1384","ホクリヨウ","東証一部","水産・農林","2018/2/13 15:00","1442","38","2.71","1404","1399","1470","1356","1406.45","101200","1.2","142333","12198","1104","1704","2018/1/26","1680","14.17","2017/1/18","720","100.28"
"1400","ルーデン・ホールディングス","JQG","建設","2018/2/13 15:00","430","-24","-5.29","454","462","464","430","444.69","86300","0.76","38377","4890","374","534","2018/1/19","840","48.81","2017/4/13","146","194.52"
"1401","エムビーエス","東証マザ","建設","2018/2/13 15:00","850","6","0.71","844","860","860","844","852.44","12700","0.17","10826","6184","694","994","2018/1/29","980","13.27","2017/1/4","347","144.96"
"1407","ウエストホールディングス","JQS","建設","2018/2/13 15:00","698","3","0.43","695","706","708","690","697.33","100800","0.37","70291","19010","595","795","2017/1/5","885","21.13","2018/2/9","685","1.9"
